reference_id,kind,viewport,route,precondition,actual_screenshot,reference_render,diff_png,overlay_png,metric,console_receipt,network_receipt,impl_status,visual_status,reviewer,exception_rationale,final_verdict
desktop/11-exam-lr-annotation-tools,exception,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop11-annotation.png,references/xoamutoeic/screenshots/desktop/11-exam-lr-annotation-tools.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-11-exam-lr-annotation-tools/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-11-exam-lr-annotation-tools/overlay.png,rmse=212.3 diff=98.1% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,EXCEPTION,human-owner-pending,desktop/11 — site defects in current production: Công cụ opens empty dialog,pending
desktop/12-exam-lr-reading-part6-question131,page,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop12-part6-q131.png,references/xoamutoeic/screenshots/desktop/12-exam-lr-reading-part6-question131.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-12-exam-lr-reading-part6-question131/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-12-exam-lr-reading-part6-question131/overlay.png,rmse=211.4 diff=98.1% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/13-exam-lr-reading-part7-question147,page,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop13-part7-q147.png,references/xoamutoeic/screenshots/desktop/13-exam-lr-reading-part7-question147.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-13-exam-lr-reading-part7-question147/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-13-exam-lr-reading-part7-question147/overlay.png,rmse=211.1 diff=98.1% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/14-exam-lr-submit-confirm,exception,desktop,,,.agent/evidence/R3-LR/screenshots/desktop14-submit-confirm.png,references/xoamutoeic/screenshots/desktop/14-exam-lr-submit-confirm.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-14-exam-lr-submit-confirm/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-14-exam-lr-submit-confirm/overlay.png,rmse=203.2 diff=100.0% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,EXCEPTION,human-owner-pending,desktop/14 — submit-confirm dialog never existed production-side; direct-result is canonical,pending
desktop/15-exam-lr-result-certificate,page,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop15-result-certificate.png,references/xoamutoeic/screenshots/desktop/15-exam-lr-result-certificate.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-15-exam-lr-result-certificate/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-15-exam-lr-result-certificate/overlay.png,rmse=203.3 diff=100.0% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/16-exam-lr-result-table,modal,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop16-score-table-modal.png,references/xoamutoeic/screenshots/desktop/16-exam-lr-result-table.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-16-exam-lr-result-table/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-16-exam-lr-result-table/overlay.png,rmse=183.0 diff=100.0% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/17-exam-lr-error-map,modal,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop17-error-map.png,references/xoamutoeic/screenshots/desktop/17-exam-lr-error-map.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-17-exam-lr-error-map/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-17-exam-lr-error-map/overlay.png,rmse=192.1 diff=100.0% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/18-exam-lr-review-detail,modal,desktop,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/desktop18-review-detail.png,references/xoamutoeic/screenshots/desktop/18-exam-lr-review-detail.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-18-exam-lr-review-detail/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-18-exam-lr-review-detail/overlay.png,rmse=208.7 diff=100.0% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/19-history-auth-gate,page,desktop,https://www.xoamutoeic.com/auth,,.agent/evidence/R3-FE-FIX/history-gate.png,references/xoamutoeic/screenshots/desktop/19-history-auth-gate.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-19-history-auth-gate/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-19-history-auth-gate/overlay.png,rmse=68.6 diff=90.5% dimsEq=false,.agent/evidence/R3-LR/console-network-desktop.txt,.agent/evidence/R3-LR/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/20-exam-sw-detail-start,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop20-exam-sw-detail.png,references/xoamutoeic/screenshots/desktop/20-exam-sw-detail-start.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-20-exam-sw-detail-start/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-20-exam-sw-detail-start/overlay.png,rmse=212.0 diff=100.0% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/21-exam-sw-speaking-part1-intro,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop21-mic-test.png,references/xoamutoeic/screenshots/desktop/21-exam-sw-speaking-part1-intro.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-21-exam-sw-speaking-part1-intro/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-21-exam-sw-speaking-part1-intro/overlay.png,rmse=214.4 diff=100.0% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/22-exam-sw-speaking-directions,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop22-speaking-directions.png,references/xoamutoeic/screenshots/desktop/22-exam-sw-speaking-directions.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-22-exam-sw-speaking-directions/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-22-exam-sw-speaking-directions/overlay.png,rmse=207.6 diff=97.4% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/23-exam-sw-speaking-q1-preparation,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop23-q1-prep.png,references/xoamutoeic/screenshots/desktop/23-exam-sw-speaking-q1-preparation.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-23-exam-sw-speaking-q1-preparation/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-23-exam-sw-speaking-q1-preparation/overlay.png,rmse=214.1 diff=97.7% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/24-exam-sw-speaking-q3-describe-picture,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop24-q3-picture.png,references/xoamutoeic/screenshots/desktop/24-exam-sw-speaking-q3-describe-picture.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-24-exam-sw-speaking-q3-describe-picture/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-24-exam-sw-speaking-q3-describe-picture/overlay.png,rmse=189.4 diff=97.7% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/25-exam-sw-speaking-q5-respond,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop25-q5-respond.png,references/xoamutoeic/screenshots/desktop/25-exam-sw-speaking-q5-respond.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-25-exam-sw-speaking-q5-respond/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-25-exam-sw-speaking-q5-respond/overlay.png,rmse=214.7 diff=97.7% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/26-exam-sw-speaking-q8-information,page,desktop,https://www.xoamutoeic.com/speaking-writing/Test1,,.agent/evidence/R3-SW/desktop26-q8-information.png,references/xoamutoeic/screenshots/desktop/26-exam-sw-speaking-q8-information.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-26-exam-sw-speaking-q8-information/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-26-exam-sw-speaking-q8-information/overlay.png,rmse=210.3 diff=97.7% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/27-exam-sw-writing-start,page,desktop,https://www.xoamutoeic.com/writing/Test1,,.agent/evidence/R3-SW/desktop27-WRITING-DIRECTIONS.png,references/xoamutoeic/screenshots/desktop/27-exam-sw-writing-start.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-27-exam-sw-writing-start/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-27-exam-sw-writing-start/overlay.png,rmse=204.1 diff=99.9% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/28-exam-sw-writing-q1-picture,page,desktop,https://www.xoamutoeic.com/writing/Test1,,.agent/evidence/R3-SW/desktop28-writing-q1-picture.png,references/xoamutoeic/screenshots/desktop/28-exam-sw-writing-q1-picture.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-28-exam-sw-writing-q1-picture/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-28-exam-sw-writing-q1-picture/overlay.png,rmse=194.2 diff=97.8% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/29-exam-sw-writing-q6-email,page,desktop,https://www.xoamutoeic.com/writing/Test1,,.agent/evidence/R3-SW/desktop29-writing-q6-email.png,references/xoamutoeic/screenshots/desktop/29-exam-sw-writing-q6-email.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-29-exam-sw-writing-q6-email/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-29-exam-sw-writing-q6-email/overlay.png,rmse=212.2 diff=97.8% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/30-exam-sw-writing-q8-essay,page,desktop,https://www.xoamutoeic.com/writing/Test1,,.agent/evidence/R3-SW/desktop30-writing-q8-essay.png,references/xoamutoeic/screenshots/desktop/30-exam-sw-writing-q8-essay.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-30-exam-sw-writing-q8-essay/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-30-exam-sw-writing-q8-essay/overlay.png,rmse=212.7 diff=97.8% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
desktop/31-exam-sw-ai-processing,page,desktop,https://www.xoamutoeic.com/ai-feedback?type=sw,,.agent/evidence/R3-SW/desktop31-processing.png,references/xoamutoeic/screenshots/desktop/31-exam-sw-ai-processing.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-31-exam-sw-ai-processing/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/desktop-31-exam-sw-ai-processing/overlay.png,rmse=224.2 diff=100.0% dimsEq=false,.agent/evidence/R3-SW/console-network-desktop.txt,.agent/evidence/R3-SW/console-network-desktop.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
mobile/01-exams-sw-list-full,mobile,mobile,https://www.xoamutoeic.com/exams?tab=sw,,.agent/evidence/R3-SW/mobile01-catalog-sw.png,references/xoamutoeic/screenshots/mobile/01-exams-sw-list-full.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-01-exams-sw-list-full/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-01-exams-sw-list-full/overlay.png,rmse=203.8 diff=100.0% dimsEq=false,.agent/evidence/R3-SW/console-network-mobile.txt,.agent/evidence/R3-SW/console-network-mobile.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
mobile/02-exams-lr-list-full,mobile,mobile,https://www.xoamutoeic.com/exams?tab=lr,,.agent/evidence/R3-LR/screenshots/mobile02-catalog-lr.png,references/xoamutoeic/screenshots/mobile/02-exams-lr-list-full.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-02-exams-lr-list-full/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-02-exams-lr-list-full/overlay.png,rmse=208.8 diff=100.0% dimsEq=false,.agent/evidence/R3-LR/console-network-mobile.txt,.agent/evidence/R3-LR/console-network-mobile.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
mobile/03-exam-lr-q1,mobile,mobile,https://www.xoamutoeic.com/exams/ets-2026-test-1-mq1tovav,,.agent/evidence/R3-LR/screenshots/mobile03-lr-q1.png,references/xoamutoeic/screenshots/mobile/03-exam-lr-q1.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-03-exam-lr-q1/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-03-exam-lr-q1/overlay.png,rmse=165.0 diff=99.4% dimsEq=false,.agent/evidence/R3-LR/console-network-mobile.txt,.agent/evidence/R3-LR/console-network-mobile.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
mobile/04-exam-sw-writing-q1,mobile,mobile,https://www.xoamutoeic.com/writing/Test1,,.agent/evidence/R3-SW/mobile04-writing-q1-picture.png,references/xoamutoeic/screenshots/mobile/04-exam-sw-writing-q1.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-04-exam-sw-writing-q1/diff.png,/home/linhnx/Projects/mini-toeic.score/.agent/evidence/R3-VISUAL/states-r3/mobile-04-exam-sw-writing-q1/overlay.png,rmse=175.0 diff=99.5% dimsEq=false,.agent/evidence/R3-SW/console-network-mobile.txt,.agent/evidence/R3-SW/console-network-mobile.txt,implemented,NEEDS-HUMAN,human-owner-pending,,pending
